"","year","tmax","tmin","af","rain","sun","location"
"511",1998,10.95,4.825,3.75,74.45,NA,"T05"
"512",1999,10.4,4.4,3.25,81.35,NA,"T05"
"513",2000,10.25,4.375,2.75,100,NA,"T05"
"514",2001,9.5,3.825,5.75,98.7,NA,"T05"
"515",2002,10.625,4.425,3.75,75.55,NA,"T05"
"516",2003,9.975,3.975,4.25,65.75,NA,"T05"
"517",2004,9.95,4.025,4.25,83.425,NA,"T05"
"518",2005,10.05,4.625,3.5,69.275,NA,"T05"
"519",2006,8.725,2.975,6.75,59.225,NA,"T05"
"520",2007,10.9,5.45,2.25,84.575,NA,"T05"
"521",2008,10.45,4.325,3.75,83.05,NA,"T05"
"522",2009,8.85,2.875,6.5,68.45,NA,"T05"
"523",2010,8.15,1.8,8.5,67,NA,"T05"
"524",2011,9.05,2.075,10.25,52.45,NA,"T05"
"525",2012,10.625,4.65,3.75,74,NA,"T05"
"526",2013,8.475,3.075,5,102.2,NA,"T05"
"527",2014,10.9,4.5,0.25,123.3,NA,"T05"
"528",2015,9.75,3.575,4,88.175,NA,"T05"
"529",2016,10.95,5.225,2.5,105.8,NA,"T05"
"530",2017,10.625,5.075,2.25,70.9,NA,"T05"
"531",2018,9.2,3.475,4.75,90.7,NA,"T05"
"532",2019,11.075,5.075,1.75,74.9,NA,"T05"
"533",2020,10.6,4.675,2.25,108.85,NA,"T05"
"534",2021,9.875,3.825,6.25,102.75,NA,"T05"
"535",2022,11.375,4.975,2,59.25,NA,"T05"
"536",1948,NA,NA,NA,NA,NA,"T06"
"537",1949,9.25,1.85,NA,34.775,NA,"T06"
"538",1950,9.625,2.625,7,37.35,NA,"T06"
"539",1951,6.625,0.75,9.25,79.725,NA,"T06"
"540",1952,8.1,1.75,9.5,41.325,NA,"T06"
"541",1953,7.5,0.6,12.5,31.775,NA,"T06"
"542",1954,8.1,2.2,7.25,34.9,NA,"T06"
"543",1955,7.05,0.8,12.5,38.65,NA,"T06"
"544",1956,7.6,0.475,13.25,38.15,NA,"T06"
"545",1957,9.95,3.7,4.25,51.25,NA,"T06"
"546",1958,7.85,1.225,10.25,47.775,57.95,"T06"
"547",1959,8.25,1.8,8,46.525,66.125,"T06"
"548",1960,8.575,2.725,5,51.375,52.425,"T06"
"549",1961,9.5,2.775,5,45.425,78.25,"T06"
"550",1962,7.425,0.55,11.75,53.275,72.95,"T06"
"551",1963,4.825,-1.225,20.25,35.125,67.65,"T06"
"552",1964,6.6,1.25,9.25,36.45,51.875,"T06"
"553",1965,7.525,1.25,11.5,34.8,70.9,"T06"
"554",1966,8.475,2.425,6.75,51.375,61.1,"T06"
"555",1967,9.375,2.65,6.5,45.8,91.2,"T06"
"556",1968,7.8,1.575,10,41.75,78.45,"T06"
"557",1969,6.8,1.2,9.75,61.9,50.1,"T06"
"558",1970,7.125,1.25,10.75,47.825,63.9,"T06"
"559",1971,8.125,2.175,7,42,66.275,"T06"
"560",1972,9.125,3.125,2.75,43.425,62.95,"T06"
"561",1973,9.075,2.1,8.25,25.675,72.15,"T06"
"562",1974,9.425,2.875,4.25,47.575,68.525,"T06"
"563",1975,9.75,3.7,3.5,54.85,59.15,"T06"
"564",1976,8.425,2.2,8.5,18.85,68.85,"T06"
"565",1977,8.125,2.125,8.25,64.475,71,"T06"
"566",1978,8.35,2.25,7.5,56.025,58.575,"T06"
"567",1979,6.325,0.4,13,76.85,61.6,"T06"
"568",1980,8.525,2.275,6.75,57.325,64.35,"T06"
"569",1981,8.975,2.775,8.5,42.2,63.525,"T06"
"570",1982,7.7,0.95,9.5,51.6,81.825,"T06"
"571",1983,8.625,2.175,8.75,43.875,70.025,"T06"
"572",1984,8.375,1.975,7.75,57.625,67.4,"T06"
"573",1985,7.125,0.6,13.25,40.475,69.925,"T06"
"574",1986,7.25,1.325,11.75,61.025,72.025,"T06"
"575",1987,7.375,1.25,12,36.7,68.175,"T06"
"576",1988,9.275,3.175,5,51.7,73.275,"T06"
"577",1989,10.75,3.75,3.25,32.925,72.725,"T06"
"578",1990,11.225,4.675,1,72.4,85.025,"T06"
"579",1991,8.2,2.075,7,45.425,66.85,"T06"
"580",1992,9.275,2.725,7.75,20.2,57.2,"T06"
"581",1993,9.275,2.725,5.5,29.35,66.575,"T06"
"582",1994,9.625,3.175,4.5,59.1,81.05,"T06"
"583",1995,10.375,3.15,5,74.6,96.45,"T06"
"584",1996,7.1,1.575,11,51.175,61.55,"T06"
"585",1997,9.075,2.725,7,22.45,81.5,"T06"
"586",1998,10.6,4.225,3.25,43.425,77.8,"T06"
"587",1999,10.025,3.85,4.75,41.15,77.175,"T06"
"588",2000,9.95,3.375,5,42.975,94.2,"T06"
"589",2001,8.7,3.25,5.5,78.5,76.875,"T06"
"590",2002,10.125,3.7,5.25,42.6,87.35,"T06"
"591",2003,9.75,3.425,5,57.45,101.45,"T06"
"592",2004,9.275,3.5,5.25,44.75,72.5,"T06"
"593",2005,9.275,3.425,5,32.825,69.85,"T06"
"594",2006,8.1,2.325,7.25,36.75,67.8,"T06"
"595",2007,10.65,4.475,3.5,64.075,80.45,"T06"
"596",2008,10.225,3.375,4.5,49.7,84.325,"T06"
"597",2009,8.7,1.95,9,53.3,86.5,"T06"
"598",2010,7.375,1.6,9.75,69.15,66.175,"T06"
"599",2011,8.45,2.475,8.5,38.9,54.175,"T06"
"600",2012,10.6,3.3,5.75,32.6,98.575,"T06"
"601",2013,7.275,1.75,9.5,57.875,54.925,"T06"
"602",2014,11.225,4.025,1.25,94.55,93.175,"T06"
"603",2015,9.4,2.625,6.5,40.95,84.55,"T06"
"604",2016,10.825,4.5,3.25,57.7,74.975,"T06"
"605",2017,10.475,3.775,5.75,33.65,70.925,"T06"
"606",2018,8.725,2.575,6.5,62.35,63.15,"T06"
"607",2019,10.95,4.075,3.5,44.4,83.975,"T06"
"608",2020,10.85,4.225,2.25,69.95,79.125,"T06"
"609",2021,9.175,3,6.75,57.5,53.8,"T06"
"610",2022,10.875,4.025,4.25,42.35,80.95,"T06"
"611",1853,NA,NA,NA,NA,NA,"T08"
"612",1854,7.4,0.75,12.5,24.6,NA,"T08"
"613",1855,5.525,-0.675,15.25,31.825,NA,"T08"
"614",1856,7.15,1.375,10.5,40.025,NA,"T08"
"615",1857,7.275,0.75,12.5,45.025,NA,"T08"
"616",1858,7.525,1.075,13.25,24.875,NA,"T08"
"617",1859,8.825,2.9,5,39.15,NA,"T08"
"618",1860,6.35,-1.11022302462516e-16,13.5,52.6,NA,"T08"
"619",1861,6.55,NA,NA,43.625,NA,"T08"
"620",1862,7.575,2.75,7,62.575,NA,"T08"
"621",1863,9.2,2.725,4.5,38.125,NA,"T08"
"622",1864,7.25,1.125,10.75,38.075,NA,"T08"
"623",1865,5.325,0.1,13.25,41.35,NA,"T08"
"624",1866,8.325,2.475,7.25,59.7,NA,"T08"
"625",1867,7.475,1.775,10.5,57.525,NA,"T08"
"626",1868,8.25,2,10,50.975,NA,"T08"
"627",1869,9.05,3.6,4.5,72.475,NA,"T08"
"628",1870,6.225,1.15,11.25,52.25,NA,"T08"
"629",1871,6.7,0.875,11.75,32.125,NA,"T08"
"630",1872,8.8,2.95,6.25,54.7,NA,"T08"
"631",1873,7.4,2.2,7.75,63.55,NA,"T08"
"632",1874,8.5,2.3,9,32.525,NA,"T08"
"633",1875,6.475,1.15,13.25,50.75,NA,"T08"
"634",1876,7.1,1.975,9,56.65,NA,"T08"
"635",1877,9.125,3.575,4.75,84.775,NA,"T08"
"636",1878,8.4,2.825,7,35.65,NA,"T08"
"637",1879,4.825,-0.65,16.5,55.5,NA,"T08"
"638",1880,6.85,-0.2,14.5,31.5,NA,"T08"
"639",1881,6.925,0.8,11.5,53.875,NA,"T08"
"640",1882,9.15,3.1,4.75,42.725,NA,"T08"
"641",1883,8.125,2.15,8.5,64.3,NA,"T08"
"642",1884,9.15,3.475,3.25,34.65,NA,"T08"
"643",1885,7.875,2.2,8,50.95,NA,"T08"
"644",1886,5.525,0.3,15.75,46.025,NA,"T08"
"645",1887,6.25,-0.1,14.5,61.75,NA,"T08"
"646",1888,5.575,0.3,17.25,51.1,NA,"T08"
"647",1889,6.875,0.85,13.5,42.75,NA,"T08"
"648",1890,7.675,1.575,9,30.425,NA,"T08"
"649",1891,5.325,-1.3,17.75,22.65,NA,"T08"
"650",1892,6.35,0.325,14.75,31.55,NA,"T08"
"651",1893,7.7,0.825,12.25,36.8,NA,"T08"
"652",1894,8.575,1.725,6.5,45.9,NA,"T08"
"653",1895,5.6,-0.575,15.5,40.625,NA,"T08"
"654",1896,8.35,2.5,5.75,38.1,NA,"T08"
"655",1897,7.5,2.425,7.75,63.9,NA,"T08"
