SITECODE,LCODE,FROMDATE,SDATE,FIELDNAME,VALUE
T04,6,06-Jun-07,13-Jun-07,DEPTH,95.5
T04,6,06-Jun-07,13-Jun-07,MAXTMP,19
T04,6,06-Jun-07,13-Jun-07,MINTMP,10.4
T04,6,06-Jun-07,13-Jun-07,NEWMASS,0
T04,6,06-Jun-07,13-Jun-07,PERCDEAD,0
T04,6,06-Jun-07,13-Jun-07,SURFAREA,0
T04,5,NA,13-Jun-07,NH4N,NA
T04,5,NA,13-Jun-07,NO3N,NA
T04,5,NA,13-Jun-07,PH,6.44
T04,5,NA,13-Jun-07,PH1,6.4
T04,5,NA,13-Jun-07,PH2,NA
T04,5,NA,13-Jun-07,PH3,NA
T04,5,NA,13-Jun-07,PHAQCS,4.09
T04,5,NA,13-Jun-07,PHAQCU,4.05
T04,5,NA,13-Jun-07,PO4P,NA
T04,5,NA,13-Jun-07,POTASSIUM,NA
T04,5,NA,13-Jun-07,SO4S,NA
T04,5,NA,13-Jun-07,SODIUM,NA
T04,5,NA,13-Jun-07,TOTALN,NA
T04,5,NA,13-Jun-07,TOTALP,NA
T04,6,NA,13-Jun-07,ALKY,NA
T04,6,NA,13-Jun-07,ALUMINIUM,NA
T04,6,NA,13-Jun-07,CALCIUM,NA
T04,6,NA,13-Jun-07,CHLORIDE,NA
T04,6,NA,13-Jun-07,COLOUR,NA
T04,6,NA,13-Jun-07,CONDY,54.4
T04,6,NA,13-Jun-07,DOC,NA
T04,6,NA,13-Jun-07,IRON,NA
T04,6,NA,13-Jun-07,MAGNESIUM,NA
T04,6,NA,13-Jun-07,NH4N,NA
T04,6,NA,13-Jun-07,NO3N,NA
T04,6,NA,13-Jun-07,PH,4.33
T04,6,NA,13-Jun-07,PH1,4.3
T04,6,NA,13-Jun-07,PH2,NA
T04,6,NA,13-Jun-07,PH3,NA
T04,6,NA,13-Jun-07,PHAQCS,4.09
T04,6,NA,13-Jun-07,PHAQCU,4.05
T04,6,NA,13-Jun-07,PO4P,NA
T04,6,NA,13-Jun-07,POTASSIUM,NA
T04,6,NA,13-Jun-07,SO4S,NA
T04,6,NA,13-Jun-07,SODIUM,NA
T04,6,NA,13-Jun-07,TOTALN,NA
T04,6,NA,13-Jun-07,TOTALP,NA
T02,2,NA,20-Jun-07,PH1,5.6
T02,2,NA,20-Jun-07,PH2,5.6
T02,2,NA,20-Jun-07,PH3,5.5
T02,2,13-Jun-07,20-Jun-07,DEPTH,73
T02,2,13-Jun-07,20-Jun-07,MAXTMP,17
T02,2,13-Jun-07,20-Jun-07,MINTMP,8
T04,5,13-Jun-07,20-Jun-07,DEPTH,100
T04,5,13-Jun-07,20-Jun-07,MAXTMP,18.9
T04,5,13-Jun-07,20-Jun-07,MINTMP,7.5
T04,5,13-Jun-07,20-Jun-07,NEWMASS,0
T04,5,13-Jun-07,20-Jun-07,PERCDEAD,0
T04,5,13-Jun-07,20-Jun-07,SURFAREA,0
T04,6,13-Jun-07,20-Jun-07,DEPTH,94.5
T04,6,13-Jun-07,20-Jun-07,MAXTMP,23.8
T04,6,13-Jun-07,20-Jun-07,MINTMP,7.4
T04,6,13-Jun-07,20-Jun-07,NEWMASS,0
T04,6,13-Jun-07,20-Jun-07,PERCDEAD,0
T04,6,13-Jun-07,20-Jun-07,SURFAREA,0
T04,5,NA,20-Jun-07,ALKY,NA
T04,5,NA,20-Jun-07,ALUMINIUM,NA
T04,5,NA,20-Jun-07,CALCIUM,NA
T04,5,NA,20-Jun-07,CHLORIDE,NA
T04,5,NA,20-Jun-07,COLOUR,NA
T04,5,NA,20-Jun-07,CONDY,43
T04,5,NA,20-Jun-07,DOC,NA
T04,5,NA,20-Jun-07,IRON,NA
T04,5,NA,20-Jun-07,MAGNESIUM,NA
T04,5,NA,20-Jun-07,NH4N,NA
T04,5,NA,20-Jun-07,NO3N,NA
T04,5,NA,20-Jun-07,PH,4.34
T04,5,NA,20-Jun-07,PH1,4.3
T04,5,NA,20-Jun-07,PH2,NA
T04,5,NA,20-Jun-07,PH3,NA
T04,5,NA,20-Jun-07,PHAQCS,4.1
T04,5,NA,20-Jun-07,PHAQCU,4.16
T04,5,NA,20-Jun-07,PO4P,NA
T04,5,NA,20-Jun-07,POTASSIUM,NA
T04,5,NA,20-Jun-07,Q1,999
T04,5,NA,20-Jun-07,SO4S,NA
T04,5,NA,20-Jun-07,SODIUM,NA
T04,5,NA,20-Jun-07,TOTALN,NA
T04,5,NA,20-Jun-07,TOTALP,NA
T04,6,NA,20-Jun-07,ALKY,NA
T04,6,NA,20-Jun-07,ALUMINIUM,NA
T04,6,NA,20-Jun-07,CALCIUM,NA
T04,6,NA,20-Jun-07,CHLORIDE,NA
T04,6,NA,20-Jun-07,COLOUR,NA
T04,6,NA,20-Jun-07,CONDY,40
T04,6,NA,20-Jun-07,DOC,NA
T04,6,NA,20-Jun-07,IRON,NA
T04,6,NA,20-Jun-07,MAGNESIUM,NA
T04,6,NA,20-Jun-07,NH4N,NA
T04,6,NA,20-Jun-07,NO3N,NA
T04,6,NA,20-Jun-07,PH,7.62
T04,6,NA,20-Jun-07,PH1,7.6
T04,6,NA,20-Jun-07,PH2,NA
T04,6,NA,20-Jun-07,PH3,NA
T04,6,NA,20-Jun-07,PHAQCS,4.1
T04,6,NA,20-Jun-07,PHAQCU,4.16
T04,6,NA,20-Jun-07,PO4P,NA
T04,6,NA,20-Jun-07,POTASSIUM,NA
T04,6,NA,20-Jun-07,SO4S,NA
T04,6,NA,20-Jun-07,SODIUM,NA
T04,6,NA,20-Jun-07,TOTALN,NA
T04,6,NA,20-Jun-07,TOTALP,NA
T04,6,NA,27-Jun-07,TOTALN,NA
T04,5,20-Jun-07,27-Jun-07,NEWMASS,0
T04,5,20-Jun-07,27-Jun-07,PERCDEAD,0
T04,5,20-Jun-07,27-Jun-07,SURFAREA,0
T02,2,NA,27-Jun-07,PH1,5.8
T02,2,NA,27-Jun-07,PH2,5.6
T02,2,NA,27-Jun-07,PH3,5.5
T02,2,20-Jun-07,27-Jun-07,DEPTH,76
T02,2,20-Jun-07,27-Jun-07,MAXTMP,23
T02,2,20-Jun-07,27-Jun-07,MINTMP,8
T04,5,NA,27-Jun-07,CONDY,40.6
T04,5,NA,27-Jun-07,DOC,NA
T04,5,NA,27-Jun-07,IRON,NA
T04,5,NA,27-Jun-07,MAGNESIUM,NA
T04,5,NA,27-Jun-07,NH4N,NA
T04,5,NA,27-Jun-07,NO3N,NA
T04,5,NA,27-Jun-07,PH,4.42
T04,5,NA,27-Jun-07,PH1,4.4
T04,5,NA,27-Jun-07,PH2,NA
T04,5,NA,27-Jun-07,PH3,NA
T04,5,NA,27-Jun-07,PHAQCS,4.06
T04,5,NA,27-Jun-07,PHAQCU,4.11
T04,5,NA,27-Jun-07,PO4P,NA
T04,5,NA,27-Jun-07,POTASSIUM,NA
T04,5,NA,27-Jun-07,Q1,999
T04,5,NA,27-Jun-07,SO4S,NA
T04,5,NA,27-Jun-07,SODIUM,NA
T04,5,NA,27-Jun-07,TOTALN,NA
T04,5,NA,27-Jun-07,TOTALP,NA
T04,5,20-Jun-07,27-Jun-07,DEPTH,100
T04,5,20-Jun-07,27-Jun-07,MAXTMP,23.3
T04,5,20-Jun-07,27-Jun-07,MINTMP,8.3
T04,6,20-Jun-07,27-Jun-07,DEPTH,95.7
T04,6,20-Jun-07,27-Jun-07,MAXTMP,32.9
T04,6,20-Jun-07,27-Jun-07,MINTMP,7.7
T04,6,20-Jun-07,27-Jun-07,NEWMASS,0
T04,6,20-Jun-07,27-Jun-07,PERCDEAD,0
T04,6,20-Jun-07,27-Jun-07,SURFAREA,0
T04,5,NA,27-Jun-07,ALKY,NA
T04,5,NA,27-Jun-07,ALUMINIUM,NA
T04,5,NA,27-Jun-07,CALCIUM,NA
T04,5,NA,27-Jun-07,CHLORIDE,NA
T04,5,NA,27-Jun-07,COLOUR,NA
T04,6,NA,27-Jun-07,TOTALP,NA
T04,6,NA,27-Jun-07,ALKY,NA
T04,6,NA,27-Jun-07,ALUMINIUM,NA
T04,6,NA,27-Jun-07,CALCIUM,NA
T04,6,NA,27-Jun-07,CHLORIDE,NA
T04,6,NA,27-Jun-07,COLOUR,NA
T04,6,NA,27-Jun-07,CONDY,79.5
T04,6,NA,27-Jun-07,DOC,NA
T04,6,NA,27-Jun-07,IRON,NA
T04,6,NA,27-Jun-07,MAGNESIUM,NA
T04,6,NA,27-Jun-07,NH4N,NA
T04,6,NA,27-Jun-07,NO3N,NA
T04,6,NA,27-Jun-07,PH,6.27
T04,6,NA,27-Jun-07,PH1,6.3
T04,6,NA,27-Jun-07,PH2,NA
T04,6,NA,27-Jun-07,PH3,NA
T04,6,NA,27-Jun-07,PHAQCS,4.06
T04,6,NA,27-Jun-07,PHAQCU,4.11
T04,6,NA,27-Jun-07,PO4P,NA
T04,6,NA,27-Jun-07,POTASSIUM,NA
T04,6,NA,27-Jun-07,SO4S,NA
T04,6,NA,27-Jun-07,SODIUM,NA
T04,5,NA,04-Jul-07,ALKY,NA
T04,6,NA,04-Jul-07,CHLORIDE,NA
T04,5,27-Jun-07,04-Jul-07,DEPTH,NA
T04,5,27-Jun-07,04-Jul-07,MAXTMP,19.1
T04,5,27-Jun-07,04-Jul-07,MINTMP,8.5
T04,5,27-Jun-07,04-Jul-07,NEWMASS,0
T04,5,27-Jun-07,04-Jul-07,PERCDEAD,0
T04,5,27-Jun-07,04-Jul-07,SURFAREA,0
T04,5,NA,04-Jul-07,CALCIUM,NA
T04,5,NA,04-Jul-07,CHLORIDE,NA
T04,5,NA,04-Jul-07,COLOUR,NA
T04,5,NA,04-Jul-07,CONDY,68.3
T04,5,NA,04-Jul-07,DOC,NA
T04,5,NA,04-Jul-07,IRON,NA
T04,5,NA,04-Jul-07,LEAVEDATE,04-Jul-07
T04,5,NA,04-Jul-07,MAGNESIUM,NA
T04,5,NA,04-Jul-07,NH4N,NA
T04,5,NA,04-Jul-07,NO3N,NA
T04,5,NA,04-Jul-07,PH,6.74
T04,5,NA,04-Jul-07,PH1,6.7
T04,5,NA,04-Jul-07,PH2,NA
T04,5,NA,04-Jul-07,PH3,NA
T04,5,NA,04-Jul-07,PHAQCS,4.06
T04,5,NA,04-Jul-07,PHAQCU,4.1
T04,5,NA,04-Jul-07,PO4P,NA
T04,5,NA,04-Jul-07,POTASSIUM,NA
T04,5,NA,04-Jul-07,SO4S,NA
T04,5,NA,04-Jul-07,SODIUM,NA
T04,5,NA,04-Jul-07,TOTALN,NA
T04,5,NA,04-Jul-07,TOTALP,NA
T04,6,NA,04-Jul-07,COLOUR,NA
T04,6,NA,04-Jul-07,CONDY,29.6
T04,6,NA,04-Jul-07,DOC,NA
T04,6,NA,04-Jul-07,IRON,NA
T04,6,NA,04-Jul-07,MAGNESIUM,NA
T04,6,NA,04-Jul-07,NH4N,NA
T04,6,NA,04-Jul-07,NO3N,NA
T04,6,NA,04-Jul-07,PH,4.45
T04,6,NA,04-Jul-07,PH1,4.5
T04,6,NA,04-Jul-07,PH2,NA
T04,6,NA,04-Jul-07,PH3,NA
T04,6,NA,04-Jul-07,PHAQCS,4.06
T04,6,NA,04-Jul-07,PHAQCU,4.1
T04,6,NA,04-Jul-07,PO4P,NA
T04,6,NA,04-Jul-07,POTASSIUM,NA
T04,6,NA,04-Jul-07,SO4S,NA
T04,6,NA,04-Jul-07,SODIUM,NA
T04,6,NA,04-Jul-07,TOTALN,NA
T04,6,NA,04-Jul-07,TOTALP,NA
T04,6,27-Jun-07,04-Jul-07,DEPTH,98
T04,6,27-Jun-07,04-Jul-07,MAXTMP,14.8
T04,6,27-Jun-07,04-Jul-07,MINTMP,8
T04,6,27-Jun-07,04-Jul-07,NEWMASS,0
T04,6,27-Jun-07,04-Jul-07,PERCDEAD,0
T04,6,27-Jun-07,04-Jul-07,SURFAREA,0
T04,6,NA,04-Jul-07,ALKY,NA
T04,6,NA,04-Jul-07,ALUMINIUM,NA
T04,6,NA,04-Jul-07,CALCIUM,NA
T04,5,NA,04-Jul-07,ALUMINIUM,NA
T02,2,NA,05-Jul-07,PH1,5.8
T02,2,NA,05-Jul-07,PH2,5.8
T02,2,27-Jun-07,05-Jul-07,MINTMP,8
T02,2,27-Jun-07,05-Jul-07,DEPTH,78
T02,2,27-Jun-07,05-Jul-07,MAXTMP,22
T02,2,NA,05-Jul-07,PH3,5.3
T02,2,NA,10-Jul-07,PH1,5.7
T02,2,NA,10-Jul-07,PH2,5.8
T02,2,05-Jul-07,10-Jul-07,MINTMP,11
T02,2,05-Jul-07,10-Jul-07,DEPTH,78
T02,2,05-Jul-07,10-Jul-07,MAXTMP,22
T02,2,NA,10-Jul-07,PH3,5.5
T04,5,04-Jul-07,11-Jul-07,DEPTH,100
T04,5,04-Jul-07,11-Jul-07,MAXTMP,19.6
T04,5,04-Jul-07,11-Jul-07,MINTMP,10.3
T04,5,04-Jul-07,11-Jul-07,NEWMASS,0
T04,5,04-Jul-07,11-Jul-07,PERCDEAD,0
T04,5,04-Jul-07,11-Jul-07,SURFAREA,0
T04,5,NA,11-Jul-07,ALKY,NA
T04,5,NA,11-Jul-07,ALUMINIUM,NA
T04,5,NA,11-Jul-07,CALCIUM,NA
T04,5,NA,11-Jul-07,CHLORIDE,NA
T04,5,NA,11-Jul-07,COLOUR,NA
T04,5,NA,11-Jul-07,CONDY,75.2
T04,5,NA,11-Jul-07,DOC,NA
T04,5,NA,11-Jul-07,IRON,NA
T04,5,NA,11-Jul-07,MAGNESIUM,NA
T04,5,NA,11-Jul-07,NH4N,NA
T04,5,NA,11-Jul-07,NO3N,NA
T04,5,NA,11-Jul-07,PH,6.92
T04,5,NA,11-Jul-07,PH1,6.9
T04,5,NA,11-Jul-07,PH2,NA
T04,5,NA,11-Jul-07,PH3,NA
T04,5,NA,11-Jul-07,PHAQCS,3.98
T04,5,NA,11-Jul-07,PHAQCU,4.05
T04,5,NA,11-Jul-07,PO4P,NA
T04,5,NA,11-Jul-07,POTASSIUM,NA
T04,5,NA,11-Jul-07,Q1,999
T04,5,NA,11-Jul-07,SO4S,NA
T04,5,NA,11-Jul-07,SODIUM,NA
T04,5,NA,11-Jul-07,TOTALN,NA
T04,5,NA,11-Jul-07,TOTALP,NA
T04,6,NA,11-Jul-07,ALKY,NA
T04,6,NA,11-Jul-07,ALUMINIUM,NA
T04,6,NA,11-Jul-07,CALCIUM,NA
T04,6,NA,11-Jul-07,CHLORIDE,NA
T04,6,NA,11-Jul-07,COLOUR,NA
T04,6,NA,11-Jul-07,CONDY,29.2
T04,6,NA,11-Jul-07,DOC,NA
T04,6,NA,11-Jul-07,IRON,NA
T04,6,NA,11-Jul-07,MAGNESIUM,NA
T04,6,04-Jul-07,11-Jul-07,DEPTH,91.3
T04,6,04-Jul-07,11-Jul-07,MAXTMP,15.1
T04,6,04-Jul-07,11-Jul-07,MINTMP,9.5
T04,6,04-Jul-07,11-Jul-07,NEWMASS,0
T04,6,04-Jul-07,11-Jul-07,PERCDEAD,0
T04,6,04-Jul-07,11-Jul-07,SURFAREA,0
T04,6,NA,11-Jul-07,NH4N,NA
T04,6,NA,11-Jul-07,NO3N,NA
T04,6,NA,11-Jul-07,PH,4.74
T04,6,NA,11-Jul-07,PH1,4.7
T04,6,NA,11-Jul-07,PH2,NA
T04,6,NA,11-Jul-07,PH3,NA
T04,6,NA,11-Jul-07,PHAQCS,3.98
T04,6,NA,11-Jul-07,PHAQCU,4.05
T04,6,NA,11-Jul-07,PO4P,NA
T04,6,NA,11-Jul-07,POTASSIUM,NA
T04,6,NA,11-Jul-07,SO4S,NA
T04,6,NA,11-Jul-07,SODIUM,NA
T04,6,NA,11-Jul-07,TOTALN,NA
T04,6,NA,11-Jul-07,TOTALP,NA
T02,2,NA,17-Jul-07,PH1,5.7
T02,2,NA,17-Jul-07,PH2,5.6
T02,2,10-Jul-07,17-Jul-07,MINTMP,12
T02,2,10-Jul-07,17-Jul-07,DEPTH,79
T02,2,10-Jul-07,17-Jul-07,MAXTMP,22
T02,2,NA,17-Jul-07,PH3,5.6
T04,5,NA,18-Jul-07,ALUMINIUM,NA
T04,6,NA,18-Jul-07,TOTALP,NA
T04,5,NA,18-Jul-07,CHLORIDE,NA
T04,5,NA,18-Jul-07,COLOUR,NA
T04,5,NA,18-Jul-07,CONDY,75.6
T04,5,NA,18-Jul-07,DOC,NA
T04,5,NA,18-Jul-07,IRON,NA
T04,5,NA,18-Jul-07,MAGNESIUM,NA
T04,5,NA,18-Jul-07,NH4N,NA
T04,5,NA,18-Jul-07,NO3N,NA
T04,5,NA,18-Jul-07,PH,6.64
T04,5,NA,18-Jul-07,PH1,6.6
T04,5,NA,18-Jul-07,PH2,NA
T04,5,NA,18-Jul-07,PH3,NA
T04,5,NA,18-Jul-07,PHAQCS,4.05
T04,5,NA,18-Jul-07,PHAQCU,4.1
T04,5,NA,18-Jul-07,PO4P,NA
T04,5,11-Jul-07,18-Jul-07,DEPTH,NA
T04,5,11-Jul-07,18-Jul-07,MAXTMP,20
T04,5,11-Jul-07,18-Jul-07,MINTMP,11.5
T04,5,11-Jul-07,18-Jul-07,NEWMASS,0
T04,5,11-Jul-07,18-Jul-07,PERCDEAD,0
T04,5,11-Jul-07,18-Jul-07,SURFAREA,0
T04,5,NA,18-Jul-07,ALKY,NA
T04,6,11-Jul-07,18-Jul-07,DEPTH,NA
T04,6,11-Jul-07,18-Jul-07,MAXTMP,15.7
T04,6,11-Jul-07,18-Jul-07,MINTMP,10.7
T04,6,11-Jul-07,18-Jul-07,NEWMASS,0
T04,6,11-Jul-07,18-Jul-07,PERCDEAD,0
T04,6,11-Jul-07,18-Jul-07,SURFAREA,0
T04,5,NA,18-Jul-07,POTASSIUM,NA
T04,5,NA,18-Jul-07,SO4S,NA
T04,5,NA,18-Jul-07,SODIUM,NA
T04,5,NA,18-Jul-07,TOTALN,NA
T04,5,NA,18-Jul-07,TOTALP,NA
T04,6,NA,18-Jul-07,ALKY,NA
T04,6,NA,18-Jul-07,ALUMINIUM,NA
T04,6,NA,18-Jul-07,CALCIUM,NA
T04,6,NA,18-Jul-07,CHLORIDE,NA
T04,6,NA,18-Jul-07,COLOUR,NA
T04,6,NA,18-Jul-07,CONDY,32.9
T04,6,NA,18-Jul-07,DOC,NA
T04,6,NA,18-Jul-07,IRON,NA
T04,6,NA,18-Jul-07,MAGNESIUM,NA
T04,6,NA,18-Jul-07,NH4N,NA
T04,6,NA,18-Jul-07,NO3N,NA
T04,6,NA,18-Jul-07,PH,4.7
T04,6,NA,18-Jul-07,PH1,4.7
T04,6,NA,18-Jul-07,PH2,NA
T04,6,NA,18-Jul-07,PH3,NA
T04,6,NA,18-Jul-07,PHAQCS,4.05
T04,6,NA,18-Jul-07,PHAQCU,4.1
T04,6,NA,18-Jul-07,PO4P,NA
T04,6,NA,18-Jul-07,POTASSIUM,NA
T04,6,NA,18-Jul-07,SO4S,NA
T04,6,NA,18-Jul-07,SODIUM,NA
T04,6,NA,18-Jul-07,TOTALN,NA
T04,5,NA,18-Jul-07,CALCIUM,NA
T04,5,18-Jul-07,25-Jul-07,DEPTH,100
T04,6,NA,25-Jul-07,TOTALP,NA
T04,5,18-Jul-07,25-Jul-07,MINTMP,10.5
T04,5,18-Jul-07,25-Jul-07,NEWMASS,0
T04,5,18-Jul-07,25-Jul-07,PERCDEAD,0
T04,5,18-Jul-07,25-Jul-07,SURFAREA,0
T04,5,NA,25-Jul-07,IRON,NA
T04,5,NA,25-Jul-07,MAGNESIUM,NA
T04,5,NA,25-Jul-07,NH4N,NA
T04,5,NA,25-Jul-07,NO3N,NA
T04,5,NA,25-Jul-07,PH,6.75
T04,5,NA,25-Jul-07,PH1,6.8
T04,5,NA,25-Jul-07,PH2,NA
T04,5,NA,25-Jul-07,PH3,NA
T04,5,NA,25-Jul-07,PHAQCS,4.05
T04,5,NA,25-Jul-07,PHAQCU,4.1
T04,5,NA,25-Jul-07,PO4P,NA
T04,5,NA,25-Jul-07,POTASSIUM,NA
T04,5,NA,25-Jul-07,Q1,999
T04,5,NA,25-Jul-07,SO4S,NA
T04,5,NA,25-Jul-07,SODIUM,NA
T04,5,NA,25-Jul-07,TOTALN,NA
T04,5,NA,25-Jul-07,TOTALP,NA
T04,6,18-Jul-07,25-Jul-07,DEPTH,93.5
T04,6,18-Jul-07,25-Jul-07,MAXTMP,16.4
T04,6,18-Jul-07,25-Jul-07,MINTMP,10.2
T04,6,18-Jul-07,25-Jul-07,NEWMASS,0
T04,6,18-Jul-07,25-Jul-07,PERCDEAD,0
T04,6,18-Jul-07,25-Jul-07,SURFAREA,0
T04,5,NA,25-Jul-07,ALKY,NA
T04,5,NA,25-Jul-07,ALUMINIUM,NA
T04,5,NA,25-Jul-07,CALCIUM,NA
T04,5,NA,25-Jul-07,CHLORIDE,NA
T04,5,NA,25-Jul-07,COLOUR,NA
T04,5,NA,25-Jul-07,CONDY,30.1
T04,5,NA,25-Jul-07,DOC,NA
T04,6,NA,25-Jul-07,ALKY,NA
T04,6,NA,25-Jul-07,ALUMINIUM,NA
T04,6,NA,25-Jul-07,CALCIUM,NA
T04,6,NA,25-Jul-07,CHLORIDE,NA
T04,6,NA,25-Jul-07,COLOUR,NA
T04,6,NA,25-Jul-07,CONDY,32.9
T04,6,NA,25-Jul-07,DOC,NA
T04,6,NA,25-Jul-07,IRON,NA
T04,6,NA,25-Jul-07,MAGNESIUM,NA
T04,6,NA,25-Jul-07,NH4N,NA
T04,6,NA,25-Jul-07,NO3N,NA
T04,6,NA,25-Jul-07,PH,6.56
T04,6,NA,25-Jul-07,PH1,6.6
T04,6,NA,25-Jul-07,PH2,NA
T04,6,NA,25-Jul-07,PH3,NA
T04,6,NA,25-Jul-07,PHAQCS,4.05
T04,6,NA,25-Jul-07,PHAQCU,4.1
T04,6,NA,25-Jul-07,PO4P,NA
T04,6,NA,25-Jul-07,POTASSIUM,NA
T04,6,NA,25-Jul-07,SO4S,NA
T04,6,NA,25-Jul-07,SODIUM,NA
T04,6,NA,25-Jul-07,TOTALN,NA
T04,5,18-Jul-07,25-Jul-07,MAXTMP,20.1
T04,5,25-Jul-07,01-Aug-07,DEPTH,100
T04,6,NA,01-Aug-07,SO4S,NA
T04,5,25-Jul-07,01-Aug-07,MINTMP,9.4
T04,5,25-Jul-07,01-Aug-07,NEWMASS,0
T04,5,25-Jul-07,01-Aug-07,PERCDEAD,0
T04,5,25-Jul-07,01-Aug-07,SURFAREA,0
T04,5,NA,01-Aug-07,ALKY,NA
T04,5,NA,01-Aug-07,ALUMINIUM,NA
T04,5,NA,01-Aug-07,CALCIUM,NA
T04,5,NA,01-Aug-07,CHLORIDE,NA
T04,5,NA,01-Aug-07,COLOUR,NA
T04,5,NA,01-Aug-07,CONDY,68.2
T04,5,NA,01-Aug-07,DOC,NA
T04,5,NA,01-Aug-07,IRON,NA
T04,5,NA,01-Aug-07,MAGNESIUM,NA
T04,5,NA,01-Aug-07,NH4N,NA
T04,5,NA,01-Aug-07,NO3N,NA
T04,5,NA,01-Aug-07,PH,6.75
T04,5,NA,01-Aug-07,PH1,6.8
T04,5,NA,01-Aug-07,PH2,NA
T04,5,NA,01-Aug-07,PH3,NA
T04,5,NA,01-Aug-07,PHAQCS,4.01
T04,5,NA,01-Aug-07,PHAQCU,4.1
T04,5,NA,01-Aug-07,PO4P,NA
T04,5,NA,01-Aug-07,POTASSIUM,NA
T04,5,NA,01-Aug-07,Q1,999
T04,5,NA,01-Aug-07,SO4S,NA
T04,5,NA,01-Aug-07,SODIUM,NA
T04,5,NA,01-Aug-07,TOTALN,NA
T04,5,NA,01-Aug-07,TOTALP,NA
T04,6,NA,01-Aug-07,SODIUM,NA
T04,6,NA,01-Aug-07,TOTALN,NA
T04,6,NA,01-Aug-07,TOTALP,NA
T04,6,NA,01-Aug-07,ALKY,NA
T04,6,NA,01-Aug-07,ALUMINIUM,NA
T04,6,NA,01-Aug-07,CALCIUM,NA
T04,6,NA,01-Aug-07,CHLORIDE,NA
T04,6,25-Jul-07,01-Aug-07,DEPTH,90
T04,6,25-Jul-07,01-Aug-07,MAXTMP,14.7
T04,6,25-Jul-07,01-Aug-07,MINTMP,9.3
T04,6,25-Jul-07,01-Aug-07,NEWMASS,0
T04,6,25-Jul-07,01-Aug-07,PERCDEAD,0
T04,6,25-Jul-07,01-Aug-07,SURFAREA,0
T04,6,NA,01-Aug-07,COLOUR,NA
T04,6,NA,01-Aug-07,CONDY,31.8
T04,6,NA,01-Aug-07,DOC,NA
T04,6,NA,01-Aug-07,IRON,NA
T04,6,NA,01-Aug-07,MAGNESIUM,NA
T04,6,NA,01-Aug-07,NH4N,NA
T04,6,NA,01-Aug-07,NO3N,NA
T04,6,NA,01-Aug-07,PH,4.59
T04,6,NA,01-Aug-07,PH1,4.6
T04,6,NA,01-Aug-07,PH2,NA
T04,6,NA,01-Aug-07,PH3,NA
T04,6,NA,01-Aug-07,PHAQCS,4.01
T04,6,NA,01-Aug-07,PHAQCU,4.1
T04,6,NA,01-Aug-07,PO4P,NA
T04,6,NA,01-Aug-07,POTASSIUM,NA
T04,5,25-Jul-07,01-Aug-07,MAXTMP,19.9
T04,5,NA,08-Aug-07,CONDY,74
T04,5,NA,08-Aug-07,DOC,NA
T04,5,NA,08-Aug-07,IRON,NA
T04,5,NA,08-Aug-07,MAGNESIUM,NA
T04,5,NA,08-Aug-07,NH4N,NA
T04,5,NA,08-Aug-07,NO3N,NA
T04,5,01-Aug-07,08-Aug-07,DEPTH,96
T04,5,01-Aug-07,08-Aug-07,MAXTMP,20.3
T04,5,01-Aug-07,08-Aug-07,MINTMP,9.6
T04,5,01-Aug-07,08-Aug-07,NEWMASS,0
T04,5,01-Aug-07,08-Aug-07,PERCDEAD,0
T04,5,01-Aug-07,08-Aug-07,SURFAREA,0
T04,5,NA,08-Aug-07,ALKY,NA
T04,5,NA,08-Aug-07,ALUMINIUM,NA
T04,5,NA,08-Aug-07,CALCIUM,NA
T04,5,NA,08-Aug-07,CHLORIDE,NA
T04,5,NA,08-Aug-07,COLOUR,NA
T04,5,NA,08-Aug-07,PH,6.56
T04,5,NA,08-Aug-07,PH1,6.6
T04,5,NA,08-Aug-07,PH2,NA
T04,5,NA,08-Aug-07,PH3,NA
T04,5,NA,08-Aug-07,PHAQCS,4.04
T04,5,NA,08-Aug-07,PHAQCU,4.09
T04,5,NA,08-Aug-07,PO4P,NA
T04,5,NA,08-Aug-07,POTASSIUM,NA
T04,5,NA,08-Aug-07,SO4S,NA
T04,5,NA,08-Aug-07,SODIUM,NA
T04,5,NA,08-Aug-07,TOTALN,NA
T04,5,NA,08-Aug-07,TOTALP,NA
T04,6,NA,08-Aug-07,ALKY,NA
T04,6,NA,08-Aug-07,ALUMINIUM,NA
T04,6,NA,08-Aug-07,CALCIUM,NA
T04,6,NA,08-Aug-07,CHLORIDE,NA
T04,6,NA,08-Aug-07,COLOUR,NA
T04,6,NA,08-Aug-07,CONDY,36.6
T04,6,NA,08-Aug-07,DOC,NA
T04,6,NA,08-Aug-07,IRON,NA
T04,6,NA,08-Aug-07,MAGNESIUM,NA
T04,6,NA,08-Aug-07,NH4N,NA
T04,6,NA,08-Aug-07,NO3N,NA
T04,6,NA,08-Aug-07,PH,4.57
T04,6,NA,08-Aug-07,PH1,4.6
T04,6,NA,08-Aug-07,PH2,NA
T04,6,NA,08-Aug-07,PH3,NA
T04,6,NA,08-Aug-07,PHAQCS,4.04
T04,6,NA,08-Aug-07,PHAQCU,4.09
T04,6,NA,08-Aug-07,PO4P,NA
T04,6,NA,08-Aug-07,POTASSIUM,NA
T04,6,NA,08-Aug-07,SO4S,NA
T04,6,NA,08-Aug-07,SODIUM,NA
T04,6,NA,08-Aug-07,TOTALN,NA
