SITECODE,LCODE,FROMDATE,SDATE,FIELDNAME,VALUE
T04,5,NA,25-Apr-07,SO4S,4.12
T04,5,NA,25-Apr-07,SODIUM,3.47
T04,5,NA,25-Apr-07,TOTALN,1.34
T04,5,NA,25-Apr-07,TOTALP,0.033
T04,6,NA,25-Apr-07,ALKY,NA
T04,6,NA,25-Apr-07,ALUMINIUM,0.058
T04,6,NA,25-Apr-07,CALCIUM,1.12
T04,6,NA,25-Apr-07,CHLORIDE,6.8
T04,6,NA,25-Apr-07,COLOUR,0.061
T04,6,NA,25-Apr-07,CONDY,63.3
T04,6,NA,25-Apr-07,DOC,16.1
T04,6,18-Apr-07,25-Apr-07,MINTMP,5.6
T04,6,18-Apr-07,25-Apr-07,NEWMASS,0
T04,6,18-Apr-07,25-Apr-07,PERCDEAD,20
T04,6,18-Apr-07,25-Apr-07,SURFAREA,0.2
T11,1,18-Apr-07,25-Apr-07,DEPTH,17.9
T11,1,18-Apr-07,25-Apr-07,MAXTMP,21
T11,1,18-Apr-07,25-Apr-07,MINTMP,3.8
T11,1,18-Apr-07,25-Apr-07,NEWMASS,NA
T11,1,18-Apr-07,25-Apr-07,PERCDEAD,NA
T11,1,18-Apr-07,25-Apr-07,SURFAREA,0
T04,6,NA,25-Apr-07,HATCHDATE,25-Apr-07
T04,6,NA,25-Apr-07,IRON,0.58
T04,6,NA,25-Apr-07,MAGNESIUM,0.474
T04,6,NA,25-Apr-07,NH4N,0.12
T04,6,NA,25-Apr-07,NO3N,0
T04,6,NA,25-Apr-07,PH,4.29
T04,6,NA,25-Apr-07,PH1,4.3
T04,6,NA,25-Apr-07,PH2,NA
T04,6,NA,25-Apr-07,PH3,NA
T04,6,NA,25-Apr-07,PHAQCS,4.01
T05,1,NA,01-May-07,PH1,NA
T05,1,NA,01-May-07,PH2,NA
T05,1,NA,01-May-07,PH3,NA
T05,1,23-Apr-07,01-May-07,DEPTH,3
T05,1,23-Apr-07,01-May-07,SURFAREA,NA
T05,1,23-Apr-07,01-May-07,MINTMP,NA
T05,1,23-Apr-07,01-May-07,NEWMASS,NA
T05,1,23-Apr-07,01-May-07,PERCDEAD,NA
T05,1,23-Apr-07,01-May-07,MAXTMP,NA
T11,2,25-Apr-07,02-May-07,NEWMASS,NA
T11,2,25-Apr-07,02-May-07,PERCDEAD,NA
T11,2,25-Apr-07,02-May-07,SURFAREA,0
T11,1,NA,02-May-07,PH1,NA
T11,1,NA,02-May-07,PH2,NA
T11,1,NA,02-May-07,PH3,6.2
T11,1,NA,02-May-07,Q1,502
T11,1,25-Apr-07,02-May-07,DEPTH,16.4
T11,1,25-Apr-07,02-May-07,MAXTMP,23.8
T11,1,25-Apr-07,02-May-07,MINTMP,5.2
T11,1,25-Apr-07,02-May-07,NEWMASS,NA
T11,1,25-Apr-07,02-May-07,PERCDEAD,NA
T11,1,25-Apr-07,02-May-07,SURFAREA,0
T04,5,NA,02-May-07,ALKY,NA
T04,5,NA,02-May-07,ALUMINIUM,NA
T04,5,NA,02-May-07,CALCIUM,NA
T04,5,NA,02-May-07,CHLORIDE,NA
T04,5,NA,02-May-07,COLOUR,NA
T04,5,NA,02-May-07,CONDY,54.6
T04,5,NA,02-May-07,DOC,NA
T04,5,NA,02-May-07,IRON,NA
T04,5,NA,02-May-07,MAGNESIUM,NA
T04,5,NA,02-May-07,NH4N,NA
T04,5,NA,02-May-07,NO3N,NA
T04,5,NA,02-May-07,PH,4.75
T04,5,NA,02-May-07,PH1,4.8
T04,5,NA,02-May-07,PH2,NA
T04,5,NA,02-May-07,PH3,NA
T04,5,NA,02-May-07,PHAQCS,4.05
T04,5,NA,02-May-07,PHAQCU,4.1
T04,5,NA,02-May-07,PO4P,NA
T04,5,NA,02-May-07,POTASSIUM,NA
T04,5,NA,02-May-07,SO4S,NA
T04,5,NA,02-May-07,SODIUM,NA
T04,5,25-Apr-07,02-May-07,DEPTH,88.5
T04,5,25-Apr-07,02-May-07,MAXTMP,18.8
T04,5,25-Apr-07,02-May-07,MINTMP,6.8
T04,5,25-Apr-07,02-May-07,NEWMASS,0
T04,5,25-Apr-07,02-May-07,PERCDEAD,0
T04,5,25-Apr-07,02-May-07,SURFAREA,0
T04,6,25-Apr-07,02-May-07,DEPTH,86
T04,6,25-Apr-07,02-May-07,MAXTMP,12.6
T04,6,25-Apr-07,02-May-07,MINTMP,5.1
T04,6,25-Apr-07,02-May-07,NEWMASS,0
T04,6,25-Apr-07,02-May-07,PERCDEAD,0
T04,6,25-Apr-07,02-May-07,SURFAREA,0
T04,5,NA,02-May-07,TOTALN,NA
T04,5,NA,02-May-07,TOTALP,NA
T04,6,NA,02-May-07,ALKY,NA
T04,6,NA,02-May-07,ALUMINIUM,NA
T04,6,NA,02-May-07,CALCIUM,NA
T04,6,NA,02-May-07,CHLORIDE,NA
T04,6,NA,02-May-07,COLOUR,NA
T04,6,NA,02-May-07,CONDY,78.8
T04,6,NA,02-May-07,DOC,NA
T04,6,NA,02-May-07,IRON,NA
T04,6,NA,02-May-07,MAGNESIUM,NA
T04,6,NA,02-May-07,NH4N,NA
T04,6,NA,02-May-07,NO3N,NA
T04,6,NA,02-May-07,PH,6.41
T04,6,NA,02-May-07,PH1,6.4
T04,6,NA,02-May-07,PH2,NA
T04,6,NA,02-May-07,PH3,NA
T04,6,NA,02-May-07,PHAQCS,4.05
T04,6,NA,02-May-07,PHAQCU,4.1
T04,6,NA,02-May-07,PO4P,NA
T04,6,NA,02-May-07,POTASSIUM,NA
T04,6,NA,02-May-07,SO4S,NA
T04,6,NA,02-May-07,SODIUM,NA
T04,6,NA,02-May-07,TOTALN,NA
T04,6,NA,02-May-07,TOTALP,NA
T11,2,NA,02-May-07,PH1,4.8
T11,2,NA,02-May-07,PH2,4.7
T11,2,NA,02-May-07,PH3,4.7
T11,2,25-Apr-07,02-May-07,DEPTH,10
T11,2,25-Apr-07,02-May-07,MAXTMP,20.9
T11,2,25-Apr-07,02-May-07,MINTMP,4.6
T02,2,NA,04-May-07,PH1,4.7
T02,2,NA,04-May-07,PH2,5.2
T02,2,25-Apr-07,04-May-07,MINTMP,7
T02,2,25-Apr-07,04-May-07,DEPTH,66
T02,2,25-Apr-07,04-May-07,MAXTMP,20
T02,2,NA,04-May-07,PH3,5
T04,6,NA,09-May-07,SODIUM,NA
T11,2,NA,09-May-07,PH1,4.7
T11,2,NA,09-May-07,PH2,4.8
T11,2,NA,09-May-07,PH3,4.7
T11,2,02-May-07,09-May-07,DEPTH,16
T11,2,02-May-07,09-May-07,MAXTMP,20.9
T11,2,02-May-07,09-May-07,MINTMP,5.4
T11,2,02-May-07,09-May-07,NEWMASS,NA
T11,2,02-May-07,09-May-07,PERCDEAD,NA
T11,2,02-May-07,09-May-07,SURFAREA,0
T11,1,NA,09-May-07,PH1,6.2
T11,1,NA,09-May-07,PH2,5.2
T11,1,NA,09-May-07,PH3,5.2
T11,1,02-May-07,09-May-07,DEPTH,18
T11,1,02-May-07,09-May-07,MAXTMP,25.4
T11,1,02-May-07,09-May-07,MINTMP,5.9
T11,1,02-May-07,09-May-07,NEWMASS,NA
T11,1,02-May-07,09-May-07,PERCDEAD,NA
T11,1,02-May-07,09-May-07,SURFAREA,0
T04,5,02-May-07,09-May-07,DEPTH,73
T04,5,02-May-07,09-May-07,MAXTMP,20.5
T04,5,02-May-07,09-May-07,MINTMP,6.1
T04,5,02-May-07,09-May-07,NEWMASS,0
T04,5,02-May-07,09-May-07,PERCDEAD,0
T04,5,02-May-07,09-May-07,SURFAREA,0
T02,2,NA,09-May-07,PH1,4.8
T02,2,NA,09-May-07,PH2,4.6
T02,2,NA,09-May-07,PH3,4.5
T02,2,04-May-07,09-May-07,DEPTH,64
T02,2,04-May-07,09-May-07,MAXTMP,18
T02,2,04-May-07,09-May-07,MINTMP,8
T04,6,NA,09-May-07,TOTALN,NA
T04,6,NA,09-May-07,TOTALP,NA
T04,6,02-May-07,09-May-07,DEPTH,85
T04,6,02-May-07,09-May-07,MAXTMP,14.6
T04,6,02-May-07,09-May-07,MINTMP,5.5
T04,6,02-May-07,09-May-07,NEWMASS,0
T04,6,02-May-07,09-May-07,PERCDEAD,100
T04,6,02-May-07,09-May-07,SURFAREA,0
T04,5,NA,09-May-07,ALKY,NA
T04,5,NA,09-May-07,ALUMINIUM,NA
T04,5,NA,09-May-07,CALCIUM,NA
T04,5,NA,09-May-07,CHLORIDE,NA
T04,5,NA,09-May-07,COLOUR,NA
T04,5,NA,09-May-07,CONDY,68.4
T04,5,NA,09-May-07,DOC,NA
T04,5,NA,09-May-07,IRON,NA
T04,5,NA,09-May-07,MAGNESIUM,NA
T04,5,NA,09-May-07,NH4N,NA
T04,5,NA,09-May-07,NO3N,NA
T04,5,NA,09-May-07,PH,8.46
T04,5,NA,09-May-07,PH1,8.5
T04,5,NA,09-May-07,PH2,NA
T04,5,NA,09-May-07,PH3,NA
T04,5,NA,09-May-07,PHAQCS,4.16
T04,5,NA,09-May-07,PHAQCU,4.16
T04,5,NA,09-May-07,PO4P,NA
T04,5,NA,09-May-07,POTASSIUM,NA
T04,5,NA,09-May-07,Q1,510
T04,5,NA,09-May-07,SO4S,NA
T04,5,NA,09-May-07,SODIUM,NA
T04,5,NA,09-May-07,TOTALN,NA
T04,5,NA,09-May-07,TOTALP,NA
T04,6,NA,09-May-07,ALKY,NA
T04,6,NA,09-May-07,ALUMINIUM,NA
T04,6,NA,09-May-07,CALCIUM,NA
T04,6,NA,09-May-07,CHLORIDE,NA
T04,6,NA,09-May-07,COLOUR,NA
T04,6,NA,09-May-07,CONDY,44.8
T04,6,NA,09-May-07,DOC,NA
T04,6,NA,09-May-07,IRON,NA
T04,6,NA,09-May-07,MAGNESIUM,NA
T04,6,NA,09-May-07,NH4N,NA
T04,6,NA,09-May-07,NO3N,NA
T04,6,NA,09-May-07,PH,4.67
T04,6,NA,09-May-07,PH1,4.7
T04,6,NA,09-May-07,PH2,NA
T04,6,NA,09-May-07,PH3,NA
T04,6,NA,09-May-07,PHAQCS,4.16
T04,6,NA,09-May-07,PHAQCU,4.16
T04,6,NA,09-May-07,PO4P,NA
T04,6,NA,09-May-07,POTASSIUM,NA
T04,6,NA,09-May-07,SO4S,NA
T04,5,NA,16-May-07,PO4P,NA
T04,5,NA,16-May-07,POTASSIUM,NA
T04,5,NA,16-May-07,Q1,999
T04,5,NA,16-May-07,SO4S,NA
T04,5,NA,16-May-07,SODIUM,NA
T04,5,NA,16-May-07,TOTALN,NA
T04,5,NA,16-May-07,TOTALP,NA
T04,5,09-May-07,16-May-07,DEPTH,100
T04,5,09-May-07,16-May-07,MAXTMP,15.6
T04,5,09-May-07,16-May-07,MINTMP,6
T04,5,09-May-07,16-May-07,NEWMASS,0
T04,5,09-May-07,16-May-07,PERCDEAD,0
T04,5,09-May-07,16-May-07,SURFAREA,0
T02,2,NA,16-May-07,PH1,4.4
T02,2,NA,16-May-07,PH2,4.5
T02,2,NA,16-May-07,PH3,4.3
T02,2,09-May-07,16-May-07,DEPTH,72
T02,2,09-May-07,16-May-07,MAXTMP,15
T02,2,09-May-07,16-May-07,MINTMP,6
T04,6,NA,16-May-07,ALKY,NA
T04,6,09-May-07,16-May-07,DEPTH,93.3
T04,6,09-May-07,16-May-07,MAXTMP,11.8
T04,6,09-May-07,16-May-07,MINTMP,6
T04,6,09-May-07,16-May-07,NEWMASS,0
T04,6,09-May-07,16-May-07,PERCDEAD,5
T04,6,09-May-07,16-May-07,SURFAREA,0
T04,5,NA,16-May-07,ALKY,NA
T04,5,NA,16-May-07,ALUMINIUM,NA
T04,5,NA,16-May-07,CALCIUM,NA
T04,5,NA,16-May-07,CHLORIDE,NA
T04,5,NA,16-May-07,COLOUR,NA
T04,5,NA,16-May-07,CONDY,81.6
T04,5,NA,16-May-07,DOC,NA
T04,5,NA,16-May-07,IRON,NA
T04,5,NA,16-May-07,MAGNESIUM,NA
T04,5,NA,16-May-07,NH4N,NA
T04,5,NA,16-May-07,NO3N,NA
T04,5,NA,16-May-07,PH,6.24
T04,5,NA,16-May-07,PH1,6.2
T04,5,NA,16-May-07,PH2,NA
T04,5,NA,16-May-07,PH3,NA
T04,5,NA,16-May-07,PHAQCS,4.02
T04,5,NA,16-May-07,PHAQCU,4.09
T04,6,NA,16-May-07,CHLORIDE,NA
T04,6,NA,16-May-07,COLOUR,NA
T04,6,NA,16-May-07,CONDY,49.5
T04,6,NA,16-May-07,DOC,NA
T04,6,NA,16-May-07,IRON,NA
T04,6,NA,16-May-07,MAGNESIUM,NA
T04,6,NA,16-May-07,NH4N,NA
T04,6,NA,16-May-07,NO3N,NA
T04,6,NA,16-May-07,PH,4.51
T04,6,NA,16-May-07,PH1,4.5
T04,6,NA,16-May-07,PH2,NA
T04,6,NA,16-May-07,PH3,NA
T04,6,NA,16-May-07,PHAQCS,4.02
T04,6,NA,16-May-07,PHAQCU,4.09
T04,6,NA,16-May-07,PO4P,NA
T04,6,NA,16-May-07,POTASSIUM,NA
T04,6,NA,16-May-07,SO4S,NA
T04,6,NA,16-May-07,SODIUM,NA
T04,6,NA,16-May-07,TOTALN,NA
T04,6,NA,16-May-07,TOTALP,NA
T11,2,NA,16-May-07,PH1,NA
T11,2,NA,16-May-07,PH2,NA
T11,2,NA,16-May-07,PH3,NA
T11,2,NA,16-May-07,Q1,501
T11,2,09-May-07,16-May-07,DEPTH,NA
T11,2,09-May-07,16-May-07,MAXTMP,15.3
T11,2,09-May-07,16-May-07,MINTMP,6.2
T11,1,NA,16-May-07,PH1,6.2
T11,1,NA,16-May-07,PH2,5.8
T11,1,NA,16-May-07,PH3,5.7
T11,1,09-May-07,16-May-07,DEPTH,19
T11,1,09-May-07,16-May-07,MAXTMP,15.1
T11,1,09-May-07,16-May-07,MINTMP,6.1
T11,1,09-May-07,16-May-07,NEWMASS,NA
T11,1,09-May-07,16-May-07,PERCDEAD,NA
T11,1,09-May-07,16-May-07,SURFAREA,NA
T04,6,NA,16-May-07,ALUMINIUM,NA
T04,6,NA,16-May-07,CALCIUM,NA
T11,2,NA,23-May-07,DEPTH,NA
T11,2,NA,23-May-07,MAXTMP,20.2
T11,2,NA,23-May-07,MINTMP,5
T11,2,NA,23-May-07,PH1,NA
T11,2,NA,23-May-07,PH2,NA
T11,2,NA,23-May-07,PH3,NA
T11,2,NA,23-May-07,Q1,501
T11,1,NA,23-May-07,PH2,5.9
T11,1,NA,23-May-07,PH3,5.6
T11,1,NA,23-May-07,PH1,5.9
T11,1,16-May-07,23-May-07,DEPTH,17.2
T11,1,16-May-07,23-May-07,MAXTMP,21.2
T11,1,16-May-07,23-May-07,MINTMP,5
T11,1,16-May-07,23-May-07,NEWMASS,NA
T11,1,16-May-07,23-May-07,PERCDEAD,NA
T11,1,16-May-07,23-May-07,SURFAREA,NA
T04,6,NA,23-May-07,ALKY,NA
T04,6,NA,23-May-07,ALUMINIUM,NA
T04,6,NA,23-May-07,CALCIUM,NA
T04,6,NA,23-May-07,CHLORIDE,NA
T04,6,NA,23-May-07,COLOUR,NA
T04,6,NA,23-May-07,CONDY,44.8
T04,6,NA,23-May-07,DOC,NA
T04,6,NA,23-May-07,IRON,NA
T04,6,NA,23-May-07,MAGNESIUM,NA
T04,6,NA,23-May-07,NH4N,NA
T04,6,NA,23-May-07,NO3N,NA
T04,6,NA,23-May-07,PH,4.6
T04,6,NA,23-May-07,PH1,4.6
T04,6,NA,23-May-07,PH2,NA
T04,6,NA,23-May-07,PH3,NA
T04,6,NA,23-May-07,PHAQCS,4.1
T04,6,NA,23-May-07,PHAQCU,4.08
T04,6,NA,23-May-07,PO4P,NA
T04,6,NA,23-May-07,POTASSIUM,NA
T04,6,NA,23-May-07,SO4S,NA
T04,6,NA,23-May-07,SODIUM,NA
T04,6,NA,23-May-07,TOTALN,NA
T04,6,NA,23-May-07,TOTALP,NA
T04,6,16-May-07,23-May-07,DEPTH,91
T04,6,16-May-07,23-May-07,MAXTMP,13.4
T04,6,16-May-07,23-May-07,MINTMP,5.1
T04,6,16-May-07,23-May-07,NEWMASS,0
T04,6,16-May-07,23-May-07,PERCDEAD,5
T04,6,16-May-07,23-May-07,SURFAREA,0
T04,5,NA,23-May-07,PH3,NA
T04,5,NA,23-May-07,PHAQCS,4.1
T04,5,NA,23-May-07,PHAQCU,4.08
T04,5,NA,23-May-07,PO4P,NA
T04,5,NA,23-May-07,POTASSIUM,NA
T04,5,NA,23-May-07,SO4S,NA
T04,5,NA,23-May-07,SODIUM,NA
T04,5,NA,23-May-07,TOTALN,NA
T04,5,NA,23-May-07,TOTALP,NA
T04,5,NA,23-May-07,ALKY,NA
T04,5,NA,23-May-07,ALUMINIUM,NA
T04,5,NA,23-May-07,CALCIUM,NA
T04,5,NA,23-May-07,CHLORIDE,NA
T04,5,NA,23-May-07,COLOUR,NA
T04,5,NA,23-May-07,CONDY,78.3
T04,5,NA,23-May-07,DOC,NA
T04,5,NA,23-May-07,IRON,NA
T04,5,NA,23-May-07,MAGNESIUM,NA
T04,5,NA,23-May-07,NH4N,NA
T04,5,NA,23-May-07,NO3N,NA
T04,5,NA,23-May-07,PH,6.43
T04,5,NA,23-May-07,PH1,6.4
T04,5,NA,23-May-07,PH2,NA
T04,5,16-May-07,23-May-07,DEPTH,NA
T04,5,16-May-07,23-May-07,MAXTMP,19.1
T04,5,16-May-07,23-May-07,MINTMP,5.9
T04,5,16-May-07,23-May-07,NEWMASS,0
T04,5,16-May-07,23-May-07,PERCDEAD,0
T04,5,16-May-07,23-May-07,SURFAREA,0
T02,2,NA,25-May-07,PH1,5.4
T02,2,NA,25-May-07,PH2,5.2
T02,2,16-May-07,25-May-07,MINTMP,8
T02,2,16-May-07,25-May-07,DEPTH,68
T02,2,16-May-07,25-May-07,MAXTMP,19
T02,2,NA,25-May-07,PH3,5.3
T04,5,NA,30-May-07,SO4S,NA
T04,5,NA,30-May-07,SODIUM,NA
T04,5,NA,30-May-07,TOTALN,NA
T04,5,NA,30-May-07,TOTALP,NA
T04,5,23-May-07,30-May-07,DEPTH,91
T04,5,23-May-07,30-May-07,MAXTMP,18.9
T04,5,23-May-07,30-May-07,MINTMP,6.3
T04,5,23-May-07,30-May-07,NEWMASS,0
T04,5,23-May-07,30-May-07,PERCDEAD,0
T04,5,23-May-07,30-May-07,SURFAREA,0
T11,2,NA,30-May-07,DEPTH,NA
T11,2,NA,30-May-07,MAXTMP,22
T11,2,NA,30-May-07,MINTMP,4.3
T11,2,NA,30-May-07,PH1,NA
T11,2,NA,30-May-07,PH2,NA
T11,2,NA,30-May-07,PH3,NA
T11,2,NA,30-May-07,Q1,501
T11,1,NA,30-May-07,PH1,6
T11,1,NA,30-May-07,PH2,5.5
T11,1,NA,30-May-07,PH3,5.4
T11,1,23-May-07,30-May-07,DEPTH,17.6
T11,1,23-May-07,30-May-07,MAXTMP,21.8
T11,1,23-May-07,30-May-07,MINTMP,3.2
T11,1,23-May-07,30-May-07,NEWMASS,NA
T11,1,23-May-07,30-May-07,PERCDEAD,NA
T11,1,23-May-07,30-May-07,SURFAREA,NA
T04,6,NA,30-May-07,SO4S,NA
T04,6,NA,30-May-07,SODIUM,NA
T04,6,NA,30-May-07,TOTALN,NA
T04,6,NA,30-May-07,TOTALP,NA
T04,6,NA,30-May-07,ALKY,NA
T04,6,NA,30-May-07,ALUMINIUM,NA
T04,6,NA,30-May-07,CALCIUM,NA
T04,6,NA,30-May-07,CHLORIDE,NA
T04,6,NA,30-May-07,COLOUR,NA
T04,6,NA,30-May-07,CONDY,43
T04,6,NA,30-May-07,DOC,NA
T04,6,NA,30-May-07,IRON,NA
T04,6,NA,30-May-07,MAGNESIUM,NA
T04,6,NA,30-May-07,NH4N,NA
T04,6,NA,30-May-07,NO3N,NA
T04,6,NA,30-May-07,PH,4.53
T04,6,NA,30-May-07,PH1,4.5
T04,6,NA,30-May-07,PH2,NA
T04,6,NA,30-May-07,PH3,NA
T04,6,NA,30-May-07,PHAQCS,4.14
T04,6,NA,30-May-07,PHAQCU,4.12
T04,6,NA,30-May-07,PO4P,NA
T04,6,NA,30-May-07,POTASSIUM,NA
T04,6,23-May-07,30-May-07,DEPTH,87
T04,6,23-May-07,30-May-07,MAXTMP,15.1
T04,6,23-May-07,30-May-07,MINTMP,6.8
T04,6,23-May-07,30-May-07,NEWMASS,0
T04,6,23-May-07,30-May-07,PERCDEAD,0
T04,6,23-May-07,30-May-07,SURFAREA,0
T04,5,NA,30-May-07,ALKY,NA
T04,5,NA,30-May-07,ALUMINIUM,NA
T04,5,NA,30-May-07,CALCIUM,NA
T04,5,NA,30-May-07,CHLORIDE,NA
T04,5,NA,30-May-07,COLOUR,NA
T04,5,NA,30-May-07,CONDY,71.9
T04,5,NA,30-May-07,DOC,NA
T04,5,NA,30-May-07,IRON,NA
T04,5,NA,30-May-07,MAGNESIUM,NA
T04,5,NA,30-May-07,NH4N,NA
T04,5,NA,30-May-07,NO3N,NA
T04,5,NA,30-May-07,PH,6.89
T04,5,NA,30-May-07,PH1,6.9
T04,5,NA,30-May-07,PH2,NA
T04,5,NA,30-May-07,PH3,NA
T04,5,NA,30-May-07,PHAQCS,4.14
T04,5,NA,30-May-07,PHAQCU,4.12
T04,5,NA,30-May-07,PO4P,NA
T04,5,NA,30-May-07,POTASSIUM,NA
T02,2,NA,04-Jun-07,PH1,5.4
T02,2,NA,04-Jun-07,PH2,5.5
T02,2,26-May-07,04-Jun-07,MINTMP,8
T02,2,26-May-07,04-Jun-07,DEPTH,73
T02,2,26-May-07,04-Jun-07,MAXTMP,23
T02,2,NA,04-Jun-07,PH3,5.4
T11,2,NA,06-Jun-07,MINTMP,7.7
T11,1,NA,06-Jun-07,PH1,5.8
T11,1,NA,06-Jun-07,PH2,5.7
T11,1,NA,06-Jun-07,PH3,5.7
T11,1,30-May-07,06-Jun-07,DEPTH,16.9
T11,1,30-May-07,06-Jun-07,MAXTMP,26.4
T11,1,30-May-07,06-Jun-07,MINTMP,6.8
T11,1,30-May-07,06-Jun-07,NEWMASS,NA
T11,1,30-May-07,06-Jun-07,PERCDEAD,NA
T11,1,30-May-07,06-Jun-07,SURFAREA,NA
T04,5,30-May-07,06-Jun-07,DEPTH,82
T04,5,30-May-07,06-Jun-07,MAXTMP,20.6
T04,5,30-May-07,06-Jun-07,MINTMP,8.6
T04,5,30-May-07,06-Jun-07,NEWMASS,0
T04,5,30-May-07,06-Jun-07,PERCDEAD,0
T04,5,30-May-07,06-Jun-07,SURFAREA,0
T04,5,NA,06-Jun-07,ALKY,NA
T04,5,NA,06-Jun-07,ALUMINIUM,NA
T04,5,NA,06-Jun-07,CALCIUM,NA
T04,5,NA,06-Jun-07,CHLORIDE,NA
T04,5,NA,06-Jun-07,COLOUR,NA
T04,5,NA,06-Jun-07,CONDY,74.2
T04,5,NA,06-Jun-07,DOC,NA
T04,5,NA,06-Jun-07,IRON,NA
T04,5,NA,06-Jun-07,MAGNESIUM,NA
T04,5,NA,06-Jun-07,NH4N,NA
T04,5,NA,06-Jun-07,NO3N,NA
T04,5,NA,06-Jun-07,PH,6.69
T04,5,NA,06-Jun-07,PH1,6.7
T04,5,NA,06-Jun-07,PH2,NA
T04,5,NA,06-Jun-07,PH3,NA
T04,5,NA,06-Jun-07,PHAQCS,4.16
T04,5,NA,06-Jun-07,PHAQCU,4.13
T04,5,NA,06-Jun-07,PO4P,NA
T04,5,NA,06-Jun-07,POTASSIUM,NA
T04,5,NA,06-Jun-07,SO4S,NA
T04,5,NA,06-Jun-07,SODIUM,NA
T04,5,NA,06-Jun-07,TOTALN,NA
T04,5,NA,06-Jun-07,TOTALP,NA
T04,6,30-May-07,06-Jun-07,NEWMASS,0
T04,6,30-May-07,06-Jun-07,PERCDEAD,0
T04,6,30-May-07,06-Jun-07,SURFAREA,0
T04,6,NA,06-Jun-07,ALKY,NA
T04,6,NA,06-Jun-07,ALUMINIUM,NA
T04,6,NA,06-Jun-07,CALCIUM,NA
T04,6,NA,06-Jun-07,CHLORIDE,NA
T04,6,NA,06-Jun-07,COLOUR,NA
T04,6,NA,06-Jun-07,CONDY,40.2
T04,6,NA,06-Jun-07,DOC,NA
T04,6,NA,06-Jun-07,IRON,NA
T04,6,NA,06-Jun-07,MAGNESIUM,NA
T04,6,NA,06-Jun-07,NH4N,NA
T04,6,NA,06-Jun-07,NO3N,NA
T04,6,NA,06-Jun-07,PH,4.5
T04,6,NA,06-Jun-07,PH1,4.5
T04,6,NA,06-Jun-07,PH2,NA
T04,6,NA,06-Jun-07,PH3,NA
T04,6,NA,06-Jun-07,PHAQCS,4.16
T04,6,NA,06-Jun-07,PHAQCU,4.13
T04,6,NA,06-Jun-07,PO4P,NA
T04,6,NA,06-Jun-07,POTASSIUM,NA
T04,6,NA,06-Jun-07,SO4S,NA
T04,6,NA,06-Jun-07,SODIUM,NA
T04,6,NA,06-Jun-07,TOTALN,NA
T04,6,NA,06-Jun-07,TOTALP,NA
T04,6,30-May-07,06-Jun-07,DEPTH,86.5
T04,6,30-May-07,06-Jun-07,MAXTMP,15.4
T04,6,30-May-07,06-Jun-07,MINTMP,7.6
T11,2,NA,06-Jun-07,PH1,NA
T11,2,NA,06-Jun-07,PH2,NA
T11,2,NA,06-Jun-07,PH3,NA
T11,2,NA,06-Jun-07,Q1,501
T11,2,NA,06-Jun-07,DEPTH,NA
T11,2,NA,06-Jun-07,MAXTMP,24.5
T02,2,NA,07-Jun-07,PH1,5.3
T02,2,NA,07-Jun-07,PH2,5.4
T02,2,04-Jun-07,07-Jun-07,MINTMP,10
T02,2,04-Jun-07,07-Jun-07,DEPTH,72
T02,2,04-Jun-07,07-Jun-07,MAXTMP,21
T02,2,NA,07-Jun-07,PH3,5.4
T11,2,NA,13-Jun-07,DEPTH,NA
T11,2,NA,13-Jun-07,MAXTMP,23.7
T11,2,NA,13-Jun-07,MINTMP,9.5
T11,2,NA,13-Jun-07,PH1,NA
T11,2,NA,13-Jun-07,PH2,NA
T11,2,NA,13-Jun-07,PH3,NA
T11,2,NA,13-Jun-07,Q1,501
T11,1,NA,13-Jun-07,LEAVEDATE,13-Jun-07
T11,1,NA,13-Jun-07,PH1,6.3
T11,1,NA,13-Jun-07,PH2,5.3
T11,1,NA,13-Jun-07,PH3,5.5
T11,1,06-Jun-07,13-Jun-07,DEPTH,17.6
T11,1,06-Jun-07,13-Jun-07,MAXTMP,26
T11,1,06-Jun-07,13-Jun-07,MINTMP,8.8
T11,1,06-Jun-07,13-Jun-07,NEWMASS,NA
T11,1,06-Jun-07,13-Jun-07,PERCDEAD,NA
T11,1,06-Jun-07,13-Jun-07,SURFAREA,NA
T04,5,06-Jun-07,13-Jun-07,DEPTH,88
T04,5,06-Jun-07,13-Jun-07,MAXTMP,24.1
T02,2,NA,13-Jun-07,PH1,5.6
T02,2,NA,13-Jun-07,PH2,5.5
T02,2,NA,13-Jun-07,PH3,5.4
T02,2,07-Jun-07,13-Jun-07,DEPTH,73
T02,2,07-Jun-07,13-Jun-07,MAXTMP,22
T02,2,07-Jun-07,13-Jun-07,MINTMP,10
T04,5,NA,13-Jun-07,ALKY,NA
T04,5,NA,13-Jun-07,ALUMINIUM,NA
T04,5,NA,13-Jun-07,CALCIUM,NA
T04,5,NA,13-Jun-07,CHLORIDE,NA
T04,5,NA,13-Jun-07,COLOUR,NA
T04,5,NA,13-Jun-07,CONDY,116.6
T04,5,NA,13-Jun-07,DOC,NA
T04,5,NA,13-Jun-07,IRON,NA
T04,5,NA,13-Jun-07,MAGNESIUM,NA
T04,5,06-Jun-07,13-Jun-07,MINTMP,10.6
T04,5,06-Jun-07,13-Jun-07,NEWMASS,0
T04,5,06-Jun-07,13-Jun-07,PERCDEAD,0
T04,5,06-Jun-07,13-Jun-07,SURFAREA,0
